,챔피언,게임 결과,게임 시간,소환사 주문1,소환사 주문2,메인 룬,보조 룬,KDA,평점,레벨,CS,분당 CS,킬관여,아이템1,아이템2,아이템3,아이템4,아이템5,아이템6
266,야스오,승리,38분 15초,점화,점멸,기민한 발놀림,지배,7/10/11,1.80,18,253,6.6,46%,죽음의 무도,초시계,맬모셔스의 아귀,스태틱의 단검,무한의 대검,광전사의 군화
267,레넥톤,승리,28분 12초,점화,점멸,집중 공격,결의,3/5/8,2.20,16,208,7.4,39%,도란의 검,몰락한 왕의 검,-,콜필드의 전투 망치,칠흑의 양날 도끼,닌자의 신발
268,야스오,패배,28분 55초,점화,점멸,정복자,지배,11/7/4,2.14,17,201,7.0,56%,죽음의 무도,처형인의 대검,B.F. 대검,무한의 대검,유령 무희,광전사의 군화
269,볼리베어,패배,16분 43초,강타,점멸,집중 공격,마법,1/6/2,0.50,9,10,0.6,50%,천 갑옷,충전형 물약,-,-,마법 부여: 잿불거인,헤르메스의 발걸음
270,에코,승리,34분 36초,강타,점멸,어둠의 수확,영감,12/4/7,4.75,17,51,1.5,49%,광휘의 검,마법공학 초기형 벨트-01,존야의 모래시계,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
271,리 신,패배,22분 43초,강타,점멸,정복자,영감,3/4/4,1.75,11,26,1.1,44%,점화석,충전형 물약,제어 와드,탐식의 망치,마법 부여: 용사,닌자의 신발
272,리 신,승리,26분 37초,강타,점멸,정복자,영감,10/3/10,6.67,14,18,0.7,69%,수호 천사,곡괭이,-,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
273,녹턴,승리,21분 42초,강타,점멸,감전,정밀,10/1/5,15.00,13,14,0.6,38%,충전형 물약,요우무의 유령검,제어 와드,드락사르의 황혼검,마법 부여: 용사,닌자의 신발
274,리 신,승리,28분 11초,강타,점멸,정복자,영감,11/1/8,19.00,15,43,1.5,58%,드락사르의 황혼검,스테락의 도전,제어 와드,흑요석 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
275,파이크,패배,32분 34초,점화,점멸,여진,지배,4/7/9,1.86,13,53,1.6,41%,쇠사슬 조끼,수호 천사,화이트록의 갑옷,제어 와드,그림자 검,기동력의 장화
276,리 신,승리,46분 39초,강타,점멸,정복자,영감,7/13/7,1.08,18,44,0.9,40%,맬모셔스의 아귀,수호 천사,거인의 허리띠,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
277,리 신,승리,26분 49초,강타,점멸,정복자,영감,8/6/6,2.33,13,10,0.4,44%,그림자 검,요림의 주먹,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
278,누누와 윌럼프,승리,31분 39초,강타,점멸,난입,지배,8/4/22,7.50,16,40,1.3,73%,망자의 갑옷,마법공학 초기형 벨트-01,망가진 초시계,점화석,마법 부여: 잿불거인,헤르메스의 발걸음
279,올라프,패배,16분 24초,강타,점멸,정복자,마법,0/2/0,0.00,9,20,1.2,0%,척후병의 사브르,충전형 물약,천 갑옷,탐식의 망치,속도의 장화,점화석
280,에코,승리,20분 14초,강타,점멸,프로토타입: 만능의 돌,지배,4/0/6,Perfect,12,26,1.3,43%,충전형 물약,마법공학 초기형 벨트-01,-,헤르메스의 발걸음,마법 부여: 룬의 메아리,-
281,아무무,패배,19분 9초,강타,점멸,여진,지배,3/2/8,5.50,11,14,0.7,79%,거인의 허리띠,충전형 물약,제어 와드,파수꾼의 갑옷,마법 부여: 잿불거인,닌자의 신발
282,올라프,승리,23분 38초,강타,점멸,정복자,영감,12/4/7,4.75,14,21,0.9,79%,정령의 형상,충전형 물약,곡괭이,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
283,킨드레드,패배,23분 58초,강타,점멸,집중 공격,영감,2/6/3,0.83,10,16,0.7,71%,-,몰락한 왕의 검,-,-,마법 부여: 용사,광전사의 군화
284,엘리스,패배,17분 35초,강타,점멸,감전,마법,3/2/1,2.00,10,13,0.7,44%,증폭의 고서,충전형 물약,제어 와드,망각의 구,마법 부여: 룬의 메아리,속도의 장화
285,리 신,패배,30분 6초,강타,점멸,정복자,영감,7/3/11,6.00,13,34,1.1,82%,칠흑의 양날 도끼,스테락의 도전,제어 와드,-,마법 부여: 용사,헤르메스의 발걸음
286,리 신,패배,22분 4초,강타,점멸,정복자,영감,4/4/3,1.75,11,14,0.6,47%,탐식의 망치,마법무효화의 망토,-,점화석,마법 부여: 용사,헤르메스의 발걸음
287,리 신,패배,20분 17초,강타,점멸,정복자,영감,4/8/1,0.62,9,23,1.1,50%,-,충전형 물약,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,약간 신비한 장화
288,리 신,승리,33분 2초,강타,점멸,정복자,영감,4/4/14,4.50,16,20,0.6,49%,스테락의 도전,-,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,닌자의 신발
289,트위스티드 페이트,패배,25분 25초,정화,점멸,봉인 풀린 주문서,결의,1/6/1,0.33,12,152,6.0,40%,에테르 환영,존야의 모래시계,부패 물약,광휘의 검,영겁의 지팡이,신속의 장화
290,트위스티드 페이트,승리,23분 48초,점화,점멸,감전,영감,4/1/7,11.00,14,155,6.5,46%,에테르 환영,존야의 모래시계,부패 물약,암흑의 인장,영겁의 지팡이,명석함의 아이오니아 장화
291,볼리베어,패배,20분 15초,강타,점멸,집중 공격,마법,4/4/5,2.25,11,28,1.4,36%,충전형 물약,정당한 영광,제어 와드,덤불 조끼,마법 부여: 잿불거인,닌자의 신발
292,볼리베어,승리,31분 3초,강타,점멸,집중 공격,마법,9/3/17,8.67,17,70,2.3,57%,음전자 망토,정당한 영광,가고일의 돌갑옷,정령의 형상,마법 부여: 잿불거인,신속의 장화
293,엘리스,승리,32분 44초,강타,점멸,감전,마법,6/3/17,7.67,16,30,0.9,74%,증폭의 고서,존야의 모래시계,방출의 마법봉,모렐로노미콘,마법 부여: 룬의 메아리,기동력의 장화
294,트위스티드 페이트,패배,21분 39초,점화,점멸,봉인 풀린 주문서,결의,5/3/4,3.00,12,153,7.1,82%,리치베인,부패 물약,존야의 모래시계,-,영겁의 지팡이,명석함의 아이오니아 장화
295,리 신,승리,18분 58초,강타,점멸,정복자,영감,7/0/5,Perfect,11,13,0.7,57%,탐식의 망치,점화석,제어 와드,주문포식자,마법 부여: 용사,헤르메스의 발걸음
296,엘리스,승리,29분 26초,강타,점멸,감전,마법,5/3/10,5.00,15,32,1.1,47%,증폭의 고서,존야의 모래시계,제어 와드,모렐로노미콘,마법 부여: 룬의 메아리,기동력의 장화
297,트위스티드 페이트,승리,28분 50초,점화,점멸,봉인 풀린 주문서,결의,4/3/23,9.00,15,170,5.9,82%,에테르 환영,부패 물약,존야의 모래시계,리치베인,영겁의 지팡이,명석함의 아이오니아 장화
298,트위스티드 페이트,승리,31분 58초,점화,점멸,감전,영감,7/3/8,5.00,16,222,6.9,50%,라바돈의 죽음모자,증폭의 고서,존야의 모래시계,리치베인,영겁의 지팡이,신속의 장화
299,야스오,패배,20분 14초,점화,점멸,정복자,지배,2/6/3,0.83,11,137,6.8,45%,도란의 검,군단의 방패,흡혈의 낫,-,유령 무희,광전사의 군화
300,야스오,패배,31분 32초,점화,점멸,정복자,지배,5/6/4,1.50,16,228,7.2,39%,죽음의 무도,단검,-,유령 무희,무한의 대검,광전사의 군화
301,트위스티드 페이트,승리,16분 36초,점화,점멸,봉인 풀린 주문서,결의,3/1/4,7.00,12,132,8.0,41%,방출의 마법봉,부패 물약,영겁의 지팡이,광휘의 검,에테르 환영,헤르메스의 발걸음
302,야스오,승리,21분 31초,점화,점멸,정복자,지배,7/4/5,3.00,13,127,5.9,46%,도란의 검,흡혈의 낫,롱소드,무한의 대검,유령 무희,광전사의 군화
303,야스오,승리,28분 35초,점화,점멸,정복자,지배,17/3/5,7.33,17,219,7.7,58%,수호 천사,거인의 허리띠,죽음의 무도,무한의 대검,유령 무희,광전사의 군화
304,트위스티드 페이트,패배,19분 26초,점화,점멸,감전,영감,2/5/3,1.00,12,127,6.5,83%,에테르 환영,부패 물약,광휘의 검,방출의 마법봉,영겁의 지팡이,헤르메스의 발걸음
305,르블랑,승리,24분 34초,점화,점멸,감전,영감,6/4/2,2.00,13,125,5.1,29%,모렐로노미콘,부패 물약,제어 와드,-,루덴의 메아리,마법사의 신발
306,야스오,승리,33분 39초,점화,점멸,정복자,지배,8/5/7,3.00,17,209,6.2,33%,마법무효화의 망토,초시계,죽음의 무도,무한의 대검,유령 무희,광전사의 군화
307,트위스티드 페이트,패배,29분 43초,점화,점멸,감전,영감,5/13/0,0.38,14,165,5.6,22%,에테르 환영,쓸데없이 큰 지팡이,-,리치베인,루덴의 메아리,명석함의 아이오니아 장화
308,야스오,패배,23분 43초,점화,점멸,정복자,지배,2/7/0,0.29,13,148,6.2,22%,유령 무희,흡혈의 낫,B.F. 대검,도란의 검,도란의 검,광전사의 군화
309,야스오,승리,23분 2초,점화,점멸,정복자,지배,6/3/7,4.33,15,164,7.1,46%,도란의 검,흡혈의 낫,흡혈의 낫,유령 무희,무한의 대검,광전사의 군화
310,야스오,승리,21분 34초,점화,점멸,정복자,지배,10/1/7,17.00,15,188,8.7,59%,도란의 검,수은 장식띠,도란의 검,무한의 대검,유령 무희,광전사의 군화
311,트위스티드 페이트,승리,23분 11초,점화,점멸,감전,영감,10/1/9,19.00,14,170,7.3,68%,악마의 마법서,리치베인,제어 와드,메자이의 영혼약탈자,영겁의 지팡이,마법사의 신발
312,트위스티드 페이트,패배,35분 12초,점화,점멸,감전,영감,8/10/11,1.90,17,203,5.8,50%,리치베인,에테르 환영,모렐로노미콘,라바돈의 죽음모자,영겁의 지팡이,마법사의 신발
313,야스오,패배,17분 39초,점화,점멸,정복자,지배,7/8/4,1.38,11,99,5.6,85%,도란의 검,빌지워터의 해적검,충전형 물약,곡궁,유령 무희,광전사의 군화
314,아칼리,승리,16분 13초,점화,점멸,정복자,지배,5/3/5,3.33,11,91,5.6,45%,-,마법공학 총검,증폭의 고서,방출의 마법봉,도란의 방패,속도의 장화
315,리 신,패배,21분 37초,강타,점멸,정복자,영감,4/5/7,2.20,11,38,1.8,73%,칠흑의 양날 도끼,충전형 물약,제어 와드,-,마법 부여: 용사,닌자의 신발
316,야스오,패배,26분 36초,점화,점멸,정복자,지배,11/10/6,1.70,15,169,6.4,74%,죽음의 무도,수은 장식띠,-,무한의 대검,유령 무희,광전사의 군화
317,조이,승리,22분 36초,점화,점멸,감전,영감,2/6/5,1.17,12,107,4.7,26%,암흑의 인장,부패 물약,-,루덴의 메아리,망각의 구,마법사의 신발
318,에코,패배,40분 47초,점화,점멸,감전,마법,11/10/10,2.10,18,198,4.9,54%,모렐로노미콘,마법공학 초기형 벨트-01,존야의 모래시계,쓸데없이 큰 지팡이,리치베인,헤르메스의 발걸음
319,아칼리,패배,20분 45초,점화,점멸,정복자,지배,8/4/0,2.00,14,167,8.0,73%,모렐로노미콘,마법공학 총검,충전형 물약,악마의 마법서,-,마법사의 신발
320,야스오,승리,25분 6초,점화,점멸,정복자,지배,4/1/2,6.00,15,189,7.5,30%,도란의 검,충전형 물약,-,무한의 대검,유령 무희,광전사의 군화
321,트위스티드 페이트,패배,41분 54초,정화,점멸,봉인 풀린 주문서,결의,8/7/13,3.00,18,286,6.8,70%,공허의 지팡이,존야의 모래시계,영겁의 지팡이,리치베인,라바돈의 죽음모자,헤르메스의 발걸음
322,야스오,패배,27분 33초,점화,점멸,정복자,지배,2/9/3,0.56,14,166,6.0,29%,도란의 검,롱소드,-,무한의 대검,유령 무희,광전사의 군화
323,리 신,승리,50분 9초,강타,점멸,정복자,영감,20/4/18,9.50,18,107,2.1,73%,스테락의 도전,죽음의 무도,망자의 갑옷,마법 부여: 용사,흑요석 양날 도끼,헤르메스의 발걸음
324,카사딘,승리,22분 40초,순간이동,점멸,기민한 발놀림,지배,3/5/1,0.80,12,124,5.5,21%,증폭의 고서,부패 물약,사라진 양피지,여신의 눈물,영겁의 지팡이,마법사의 신발
325,야스오,승리,24분 3초,점화,점멸,정복자,지배,7/4/3,2.50,14,163,6.8,33%,죽음의 무도,-,-,무한의 용암 대검,유령 무희,광전사의 군화
326,야스오,승리,17분 10초,점화,점멸,정복자,지배,8/4/4,3.00,12,137,8.0,55%,곡괭이,민첩성의 망토,흡혈의 낫,도란의 검,유령 무희,광전사의 군화
327,엘리스,승리,23분 25초,강타,점멸,정복자,마법,3/4/13,4.00,12,8,0.3,59%,모렐로노미콘,충전형 물약,천 갑옷,-,마법 부여: 룬의 메아리,마법사의 신발
328,야스오,승리,22분 14초,점화,점멸,정복자,지배,11/3/4,5.00,14,148,6.7,45%,죽음의 무도,-,-,유령 무희,무한의 대검,광전사의 군화
329,이즈리얼,승리,26분 39초,회복,점멸,정복자,마법,1/2/1,1.00,12,209,7.8,17%,도란의 검,충전형 물약,-,무라마나,삼위일체,명석함의 아이오니아 장화
330,아칼리,패배,23분 38초,점화,점멸,정복자,지배,1/8/3,0.50,12,109,4.6,31%,도란의 방패,마법공학 총검,망가진 초시계,추적자의 팔목 보호대,-,속도의 장화
331,아칼리,승리,33분 5초,점화,점멸,정복자,지배,14/9/4,2.00,17,150,4.5,41%,모렐로노미콘,마법공학 총검,존야의 모래시계,방출의 마법봉,쓸데없이 큰 지팡이,마법사의 신발
332,볼리베어,승리,23분 1초,강타,점멸,정복자,영감,3/4/4,1.75,12,36,1.6,35%,충전형 물약,정당한 영광,제어 와드,-,마법 부여: 잿불거인,헤르메스의 발걸음
333,리 신,패배,22분 52초,강타,점멸,정복자,영감,3/2/3,3.00,11,21,0.9,67%,칠흑의 양날 도끼,충전형 물약,-,-,마법 부여: 용사,닌자의 신발
334,이즈리얼,승리,23분 36초,회복,점멸,정복자,마법,4/2/2,3.00,14,173,7.3,38%,도란의 검,빌지워터의 해적검,충전형 물약,삼위일체,무라마나,속도의 장화
335,이즈리얼,패배,27분 57초,회복,점멸,정복자,마법,7/5/8,3.00,14,190,6.8,88%,도란의 검,몰락한 왕의 검,처형인의 대검,무라마나,얼어붙은 건틀릿,명석함의 아이오니아 장화
336,사일러스,패배,25분 12초,강타,점멸,정복자,지배,2/7/2,0.57,11,21,0.8,29%,충전형 물약,마법공학 초기형 벨트-01,제어 와드,루비 수정,마법 부여: 룬의 메아리,속도의 장화
337,야스오,패배,18분 10초,점화,점멸,정복자,지배,0/6/1,0.17,10,119,6.6,12%,유령 무희,충전형 물약,-,도란의 검,도란의 검,광전사의 군화
338,야스오,패배,21분 12초,점화,점멸,정복자,지배,3/2/0,1.50,13,156,7.4,25%,도란의 검,민첩성의 망토,제어 와드,마법사의 최후,유령 무희,광전사의 군화
339,코르키,패배,37분 40초,순간이동,점멸,기민한 발놀림,영감,13/4/7,5.00,18,209,5.5,77%,무한의 대검,수은 장식띠,고속 연사포,삼위일체,무라마나,마법사의 신발
340,트위스티드 페이트,승리,32분 14초,점화,점멸,봉인 풀린 주문서,결의,7/4/8,3.75,17,216,6.7,41%,리치베인,존야의 모래시계,쓸데없이 큰 지팡이,모렐로노미콘,영겁의 지팡이,신속의 장화
341,케인,승리,23분 19초,순간이동,점멸,정복자,결의,7/3/6,4.33,14,159,6.8,37%,도란의 방패,흡혈의 낫,칠흑의 양날 도끼,정령의 형상,콜필드의 전투 망치,헤르메스의 발걸음
342,케인,승리,18분 8초,순간이동,점멸,정복자,결의,4/0/1,Perfect,13,166,9.2,42%,도란의 방패,충전형 물약,루비 수정,칠흑의 양날 도끼,죽음의 무도,헤르메스의 발걸음
343,야스오,패배,23분 9초,점화,점멸,정복자,지배,0/6/3,0.50,12,156,6.7,30%,곡궁,수은 장식띠,롱소드,도란의 검,유령 무희,광전사의 군화
344,트위스티드 페이트,패배,34분 40초,순간이동,점멸,봉인 풀린 주문서,결의,5/3/8,4.33,17,240,6.9,72%,모렐로노미콘,쓸데없이 큰 지팡이,리치베인,루덴의 메아리,영겁의 지팡이,신속의 장화
345,케인,패배,30분 56초,강타,점멸,어둠의 수확,정밀,11/7/9,2.86,16,43,1.4,62%,그림자 검,곡괭이,밤의 끝자락,드락사르의 황혼검,마법 부여: 용사,기동력의 장화
346,이즈리얼,패배,31분 3초,회복,점멸,정복자,마법,3/7/15,2.57,15,162,5.2,53%,곡궁,빌지워터의 해적검,처형인의 대검,삼위일체,무라마나,명석함의 아이오니아 장화
347,카이사,패배,34분 33초,회복,점멸,칼날비,정밀,6/3/5,3.67,15,217,6.3,44%,구인수의 격노검,존야의 모래시계,망가진 초시계,내셔의 이빨,무라마나,광전사의 군화
348,이즈리얼,패배,30분 57초,순간이동,점멸,정복자,마법,5/10/4,0.90,14,169,5.5,47%,도란의 검,몰락한 왕의 검,충전형 물약,진 삼위일체,무라마나,명석함의 아이오니아 장화
349,케인,패배,24분 16초,순간이동,점멸,정복자,결의,4/9/3,0.78,13,152,6.3,44%,도란의 검,-,-,칠흑의 양날 도끼,죽음의 무도,헤르메스의 발걸음
350,쓰레쉬,패배,28분 24초,점화,점멸,여진,영감,2/8/9,1.38,11,32,1.1,69%,점화석,충전형 물약,룬 강철 어깨 갑옷,제어 와드,지크의 융합,기동력의 장화
351,카사딘,승리,29분 23초,순간이동,점멸,기민한 발놀림,지배,23/1/11,34.00,18,174,5.9,72%,모렐로노미콘,존야의 모래시계,대천사의 포옹,라바돈의 죽음모자,영겁의 지팡이,마법사의 신발
352,카사딘,패배,31분 0초,순간이동,점멸,기민한 발놀림,지배,6/7/3,1.29,16,222,7.2,39%,증폭의 고서,존야의 모래시계,대천사의 포옹,제어 와드,영겁의 지팡이,헤르메스의 발걸음
353,야스오,승리,20분 17초,점화,점멸,정복자,지배,2/1/6,8.00,13,151,7.4,47%,도란의 검,충전형 물약,민첩성의 망토,B.F. 대검,유령 무희,광전사의 군화
354,트위스티드 페이트,패배,37분 39초,순간이동,점멸,감전,영감,7/5/12,3.80,18,281,7.5,59%,쓸데없이 큰 지팡이,존야의 모래시계,주문매듭 구슬,리치베인,영겁의 지팡이,신속의 장화
355,트위스티드 페이트,승리,23분 56초,순간이동,점멸,봉인 풀린 주문서,결의,5/2/13,9.00,14,147,6.1,55%,방출의 마법봉,존야의 모래시계,부패 물약,메자이의 영혼약탈자,영겁의 지팡이,헤르메스의 발걸음
356,모르가나,패배,23분 20초,탈진,점멸,신비로운 유성,영감,1/2/3,2.00,10,12,0.5,57%,추적자의 팔목 보호대,망가진 초시계,얼음 정수의 파편,충전형 물약,불타는 향로,속도의 장화
357,바드,패배,23분 39초,점화,점멸,수호자,지배,2/3/5,2.33,11,33,1.4,54%,수정 팔 보호구,금지된 우상,타곤 산의 방벽,-,아테나의 부정한 성배,신속의 장화
358,케인,패배,32분 45초,순간이동,점멸,정복자,결의,10/7/3,1.86,17,244,7.5,42%,수호 천사,롱소드,정령의 형상,죽음의 무도,칠흑의 양날 도끼,닌자의 신발
359,케인,패배,30분 9초,강타,점멸,어둠의 수확,마법,6/7/5,1.57,13,32,1.1,48%,드락사르의 황혼검,요우무의 유령검,제어 와드,-,마법 부여: 용사,명석함의 아이오니아 장화
360,이즈리얼,승리,31분 4초,회복,점멸,정복자,마법,8/2/6,7.00,16,185,6.0,50%,도란의 검,몰락한 왕의 검,처형인의 대검,무라마나,삼위일체,명석함의 아이오니아 장화
361,야스오,패배,35분 31초,탈진,점멸,정복자,지배,7/5/6,2.60,18,242,6.8,59%,무한의 대검,몰락한 왕의 검,얼어붙은 망치,-,유령 무희,광전사의 군화
362,자크,승리,28분 56초,강타,점멸,여진,영감,4/2/10,7.00,14,28,1.0,54%,워모그의 갑옷,-,제어 와드,기사의 맹세,마법 부여: 잿불거인,닌자의 신발
363,아트록스,패배,20분 24초,순간이동,점멸,정복자,지배,2/5/0,0.40,12,133,6.5,33%,도란의 검,충전형 물약,콜필드의 전투 망치,도란의 검,칠흑의 양날 도끼,닌자의 신발
364,케인,승리,22분 34초,순간이동,점멸,정복자,결의,3/4/1,1.00,14,197,8.7,22%,도란의 검,티아맷,콜필드의 전투 망치,롱소드,칠흑의 양날 도끼,닌자의 신발
365,케인,패배,43분 1초,순간이동,점멸,정복자,지배,5/9/6,1.22,18,258,6.0,39%,정령의 형상,수호 천사,제어 와드,죽음의 무도,칠흑의 양날 도끼,헤르메스의 발걸음
366,케인,승리,18분 50초,순간이동,점멸,정복자,지배,5/3/4,3.00,13,148,7.9,36%,도란의 검,칠흑의 양날 도끼,흡혈의 낫,군단의 방패,콜필드의 전투 망치,헤르메스의 발걸음
367,케인,승리,36분 36초,순간이동,점멸,정복자,결의,7/6/12,3.17,18,210,5.7,41%,B.F. 대검,죽음의 무도,-,정령의 형상,칠흑의 양날 도끼,닌자의 신발
368,케인,승리,39분 8초,순간이동,점멸,정복자,결의,9/7/3,1.71,18,234,6.0,38%,정령의 형상,티아맷,B.F. 대검,죽음의 무도,칠흑의 양날 도끼,닌자의 신발
369,케인,승리,23분 24초,순간이동,점멸,정복자,결의,6/5/6,2.40,14,152,6.5,41%,도란의 검,티아맷,루비 수정,죽음의 무도,칠흑의 양날 도끼,닌자의 신발
370,케인,승리,15분 46초,순간이동,점멸,정복자,지배,2/3/4,2.00,11,106,6.7,38%,도란의 방패,충전형 물약,-,콜필드의 전투 망치,칠흑의 양날 도끼,-
371,이즈리얼,패배,23분 18초,점화,점멸,프로토타입: 만능의 돌,마법,1/5/5,1.20,10,16,0.7,55%,곡괭이,-,검은 안개 낫,여신의 눈물,얼어붙은 건틀릿,약간 신비한 장화
372,킨드레드,패배,29분 12초,강타,점멸,정복자,마법,6/5/9,3.00,15,54,1.8,54%,칠흑의 양날 도끼,몰락한 왕의 검,충전형 물약,롱소드,마법 부여: 용사,광전사의 군화
373,렉사이,승리,37분 46초,강타,점멸,칼날비,마법,10/4/12,5.50,17,45,1.2,51%,스테락의 도전,수호 천사,루비 수정,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
374,이즈리얼,패배,35분 8초,정화,점멸,정복자,마법,8/6/3,1.83,18,216,6.1,52%,필멸자의 운명,몰락한 왕의 검,-,삼위일체,무라마나,명석함의 아이오니아 장화
375,파이크,패배,23분 57초,점화,점멸,여진,지배,3/3/6,3.00,11,35,1.5,60%,그림자 검,체력 물약,화이트록의 갑옷,제어 와드,드락사르의 황혼검,기동력의 장화
376,리 신,패배,34분 15초,강타,점멸,정복자,영감,5/5/7,2.40,14,52,1.5,34%,스테락의 도전,루비 수정,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
377,이즈리얼,패배,34분 54초,정화,점멸,정복자,마법,9/5/10,3.80,17,226,6.5,49%,롱소드,헤르메스의 시미터,무라마나,필멸자의 운명,삼위일체,명석함의 아이오니아 장화
378,이즈리얼,패배,29분 7초,회복,점멸,정복자,마법,1/5/2,0.60,14,187,6.4,18%,도란의 검,충전형 물약,빌지워터의 해적검,무라마나,삼위일체,명석함의 아이오니아 장화
379,블리츠크랭크,승리,28분 11초,점화,점멸,여진,영감,3/1/15,18.00,12,28,1.0,56%,루비 수정,정당한 영광,화이트록의 갑옷,제어 와드,기사의 맹세,기동력의 장화
380,말파이트,패배,27분 25초,순간이동,점멸,신비로운 유성,영감,1/5/4,1.00,13,88,3.2,25%,도란의 방패,충전형 물약,점화석,망령의 두건,태양불꽃 망토,닌자의 신발
381,그레이브즈,패배,22분 31초,강타,점멸,난입,정밀,3/4/5,2.00,12,42,1.9,73%,탐식의 망치,충전형 물약,점화석,그림자 검,마법 부여: 용사,속도의 장화
382,야스오,패배,30분 15초,회복,점멸,정복자,지배,6/6/8,2.33,16,271,9.0,67%,얼어붙은 망치,몰락한 왕의 검,제어 와드,무한의 용암 대검,유령 무희,광전사의 군화
383,루시안,패배,23분 27초,정화,점멸,집중 공격,영감,6/9/5,1.22,12,134,5.7,65%,B.F. 대검,몰락한 왕의 검,곡괭이,민첩성의 망토,콜필드의 전투 망치,광전사의 군화
384,야스오,승리,33분 58초,회복,점멸,정복자,지배,16/8/4,2.50,18,178,5.2,51%,죽음의 무도,몰락한 왕의 검,수은 장식띠,무한의 대검,유령 무희,광전사의 군화
385,카이사,패배,23분 11초,정화,점멸,칼날비,정밀,4/9/9,1.44,12,148,6.4,46%,도란의 검,쐐기검,-,구인수의 격노검,마나무네,광전사의 군화
386,이즈리얼,승리,34분 26초,회복,점멸,정복자,마법,7/3/12,6.33,16,176,5.1,56%,최후의 속삭임,몰락한 왕의 검,처형인의 대검,무라마나,얼어붙은 건틀릿,명석함의 아이오니아 장화
387,카서스,패배,32분 25초,강타,점멸,어둠의 수확,정밀,3/8/3,0.75,15,107,3.3,29%,라바돈의 죽음모자,충전형 물약,천 갑옷,모렐로노미콘,마법 부여: 룬의 메아리,마법사의 신발
388,바드,승리,35분 57초,방어막,점멸,수호자,지배,3/4/25,7.00,17,34,0.9,80%,아테나의 부정한 성배,강철의 솔라리 펜던트,얼음 정수의 파편,구원,악마의 마법서,기동력의 장화
389,카이사,승리,29분 43초,회복,점멸,칼날비,정밀,14/5/14,5.60,15,161,5.4,82%,내셔의 이빨,존야의 모래시계,-,구인수의 격노검,무라마나,광전사의 군화
390,이즈리얼,승리,20분 33초,회복,점멸,정복자,마법,4/0/7,Perfect,12,164,8.0,50%,-,충전형 물약,-,삼위일체,마나무네,명석함의 아이오니아 장화
391,사일러스,패배,26분 47초,점화,점멸,정복자,마법,6/6/6,2.00,12,110,4.1,50%,망가진 초시계,마법공학 초기형 벨트-01,부패 물약,천 갑옷,루덴의 메아리,마법사의 신발
392,이즈리얼,승리,35분 25초,회복,점멸,정복자,마법,6/3/10,5.33,17,241,6.8,55%,무라마나,몰락한 왕의 검,초시계,수은 장식띠,삼위일체,명석함의 아이오니아 장화
393,오른,패배,22분 11초,순간이동,점멸,착취의 손아귀,마법,3/8/2,0.62,12,131,5.9,23%,억겁의 카탈리스트,천 갑옷,음전자 망토,덤불 조끼,태양불꽃 망토,속도의 장화
394,사일러스,패배,24분 14초,점화,점멸,정복자,영감,6/5/2,1.60,13,130,5.4,53%,루덴의 메아리,마법공학 초기형 벨트-01,망가진 초시계,부패 물약,악마의 마법서,마법사의 신발
395,블리츠크랭크,승리,31분 1초,점화,점멸,여진,영감,0/4/16,4.00,14,29,0.9,42%,천 갑옷,마법무효화의 망토,화이트록의 갑옷,기사의 맹세,지크의 융합,기동력의 장화
396,야스오,패배,28분 21초,점화,점멸,정복자,지배,4/9/5,1.00,14,155,5.5,43%,흡혈의 낫,충전형 물약,군단의 방패,무한의 대검,유령 무희,광전사의 군화
397,야스오,승리,31분 28초,점화,점멸,정복자,지배,10/4/11,5.25,17,233,7.4,66%,피바라기,몰락한 왕의 검,초시계,무한의 대검,유령 무희,광전사의 군화
398,사일러스,패배,24분 55초,강타,점멸,정복자,지배,1/7/1,0.29,11,21,0.8,20%,-,마법공학 초기형 벨트-01,충전형 물약,-,마법 부여: 룬의 메아리,명석함의 아이오니아 장화
399,블리츠크랭크,승리,50분 5초,점화,점멸,여진,영감,3/8/29,4.00,18,69,1.4,54%,워모그의 갑옷,강철의 솔라리 펜던트,가고일의 돌갑옷,화이트록의 갑옷,기사의 맹세,기동력의 장화
400,오른,패배,35분 39초,순간이동,점멸,착취의 손아귀,마법,4/5/5,1.80,17,205,5.8,28%,가시 갑옷,심연의 지옥불 가면,제어 와드,대장간 불꽃 망토,기사의 맹세,닌자의 신발
401,쉔,패배,40분 5초,순간이동,점멸,착취의 손아귀,지배,7/9/16,2.56,18,199,5.0,50%,루비 수정,거대한 히드라,가고일의 돌갑옷,워모그의 갑옷,태양불꽃 망토,헤르메스의 발걸음
402,올라프,패배,33분 16초,강타,점멸,정복자,마법,4/2/9,6.50,15,51,1.5,65%,요림의 주먹,정당한 영광,제어 와드,칠흑의 양날 도끼,마법 부여: 용사,헤르메스의 발걸음
